id_lims,matrice,analita,parametro,livello,minimo,massimo,valore_misurato,udm
Sx23i-2025,sedimento,"1,2,3,6,7,8-HxCDD",Precisione ed giustezza,0.4,,,0.382,ng/kg
Sx24i-2025,sedimento,"1,2,3,6,7,8-HxCDD",Precisione ed giustezza,0.4,,,0.397,ng/kg
Sx25i-2025,sedimento,"1,2,3,6,7,8-HxCDD",Precisione ed giustezza,0.4,,,0.380,ng/kg
Sx26i-2025,sedimento,"1,2,3,6,7,8-HxCDD",Precisione ed giustezza,0.4,,,0.402,ng/kg
Sx27i-2025,sedimento,"1,2,3,6,7,8-HxCDD",Precisione ed giustezza,0.4,,,0.404,ng/kg
Sx28i-2025,sedimento,"1,2,3,6,7,8-HxCDD",Precisione ed giustezza,0.4,,,0.387,ng/kg
Sx2xi-2025,sedimento,"1,2,3,6,7,8-HxCDD",Precisione ed giustezza,1,,,0.977,ng/kg
Sx30i-2025,sedimento,"1,2,3,6,7,8-HxCDD",Precisione ed giustezza,1,,,0.968,ng/kg
Sx31i-2025,sedimento,"1,2,3,6,7,8-HxCDD",Precisione ed giustezza,1,,,0.872,ng/kg
Sx32i-2025,sedimento,"1,2,3,6,7,8-HxCDD",Precisione ed giustezza,1,,,0.896,ng/kg
Sx33i-2025,sedimento,"1,2,3,6,7,8-HxCDD",Precisione ed giustezza,1,,,0.944,ng/kg
Sx34i-2025,sedimento,"1,2,3,6,7,8-HxCDD",Precisione ed giustezza,1,,,0.863,ng/kg
,terreno,"1,2,3,6,7,8-HxCDF",LOQ,,,,0.2,ng/kg
,terreno,"1,2,3,6,7,8-HxCDF",Intervallo di lavoro,,0.1,200,,ng/ml
,terreno,"1,2,3,6,7,8-HxCDF",Intervallo di lavoro,,0.2,400,,ng/kg
,terreno,"1,2,3,6,7,8-HxCDF",Intervallo di linearità,,0.1,200,,ng/ml
,terreno,"1,2,3,6,7,8-HxCDF",Intervallo di linearità,,0.2,400,,ng/kg
Tx23a-2025,terreno,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,0.2,,,0.192,ng/kg
Tx24a-2025,terreno,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,0.2,,,0.197,ng/kg
Tx25a-2025,terreno,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,0.2,,,0.212,ng/kg
Tx26a-2025,terreno,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,0.2,,,0.190,ng/kg
Tx27a-2025,terreno,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,0.2,,,0.214,ng/kg
Tx28a-2025,terreno,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,0.2,,,0.207,ng/kg
Tx2xa-2025,terreno,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,1,,,1.020,ng/kg
Tx30a-2025,terreno,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,1,,,0.972,ng/kg
Tx31a-2025,terreno,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,1,,,0.862,ng/kg
Tx32a-2025,terreno,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,1,,,0.908,ng/kg
Tx33a-2025,terreno,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,1,,,0.875,ng/kg
Tx34a-2025,terreno,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,1,,,1.000,ng/kg
,sedimento,"1,2,3,6,7,8-HxCDF",LOQ,,,,0.2,ng/kg
,sedimento,"1,2,3,6,7,8-HxCDF",Intervallo di lavoro,,0.2,150,,ng/ml
,sedimento,"1,2,3,6,7,8-HxCDF",Intervallo di lavoro,,0.4,300,,ng/kg
,sedimento,"1,2,3,6,7,8-HxCDF",Intervallo di linearità,,0.2,150,,ng/ml
,sedimento,"1,2,3,6,7,8-HxCDF",Intervallo di linearità,,0.4,300,,ng/kg
Sx23i-2025,sedimento,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,0.4,,,0.392,ng/kg
Sx24i-2025,sedimento,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,0.4,,,0.397,ng/kg
Sx25i-2025,sedimento,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,0.4,,,0.412,ng/kg
Sx26i-2025,sedimento,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,0.4,,,0.390,ng/kg
Sx27i-2025,sedimento,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,0.4,,,0.414,ng/kg
Sx28i-2025,sedimento,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,0.4,,,0.407,ng/kg
Sx2xi-2025,sedimento,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,1,,,1.020,ng/kg
Sx30i-2025,sedimento,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,1,,,0.972,ng/kg
Sx31i-2025,sedimento,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,1,,,0.862,ng/kg
Sx32i-2025,sedimento,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,1,,,0.908,ng/kg
Sx33i-2025,sedimento,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,1,,,0.875,ng/kg
Sx34i-2025,sedimento,"1,2,3,6,7,8-HxCDF",Precisione ed giustezza,1,,,1.000,ng/kg
,terreno,"1,2,3,7,8,9-HxCDD",LOQ,,,,0.2,ng/kg
,terreno,"1,2,3,7,8,9-HxCDD",Intervallo di lavoro,,0.1,200,,ng/ml
,terreno,"1,2,3,7,8,9-HxCDD",Intervallo di lavoro,,0.2,400,,ng/kg
,terreno,"1,2,3,7,8,9-HxCDD",Intervallo di linearità,,0.1,200,,ng/ml
,terreno,"1,2,3,7,8,9-HxCDD",Intervallo di linearità,,0.2,400,,ng/kg
Tx23a-2025,terreno,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,0.2,,,0.206,ng/kg
Tx24a-2025,terreno,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,0.2,,,0.209,ng/kg
Tx25a-2025,terreno,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,0.2,,,0.199,ng/kg
Tx26a-2025,terreno,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,0.2,,,0.185,ng/kg
Tx27a-2025,terreno,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,0.2,,,0.178,ng/kg
Tx28a-2025,terreno,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,0.2,,,0.175,ng/kg
Tx2xa-2025,terreno,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,1,,,0.815,ng/kg
Tx30a-2025,terreno,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,1,,,0.882,ng/kg
Tx31a-2025,terreno,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,1,,,1.040,ng/kg
Tx32a-2025,terreno,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,1,,,0.978,ng/kg
Tx33a-2025,terreno,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,1,,,0.834,ng/kg
Tx34a-2025,terreno,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,1,,,1.030,ng/kg
,sedimento,"1,2,3,7,8,9-HxCDD",LOQ,,,,0.2,ng/kg
,sedimento,"1,2,3,7,8,9-HxCDD",Intervallo di lavoro,,0.2,150,,ng/ml
,sedimento,"1,2,3,7,8,9-HxCDD",Intervallo di lavoro,,0.4,300,,ng/kg
,sedimento,"1,2,3,7,8,9-HxCDD",Intervallo di linearità,,0.2,150,,ng/ml
,sedimento,"1,2,3,7,8,9-HxCDD",Intervallo di linearità,,0.4,300,,ng/kg
Sx23i-2025,sedimento,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,0.4,,,0.406,ng/kg
Sx24i-2025,sedimento,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,0.4,,,0.409,ng/kg
Sx25i-2025,sedimento,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,0.4,,,0.399,ng/kg
Sx26i-2025,sedimento,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,0.4,,,0.385,ng/kg
Sx27i-2025,sedimento,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,0.4,,,0.378,ng/kg
Sx28i-2025,sedimento,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,0.4,,,0.375,ng/kg
Sx2xi-2025,sedimento,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,1,,,0.815,ng/kg
Sx30i-2025,sedimento,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,1,,,0.882,ng/kg
Sx31i-2025,sedimento,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,1,,,1.040,ng/kg
Sx32i-2025,sedimento,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,1,,,0.978,ng/kg
Sx33i-2025,sedimento,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,1,,,0.834,ng/kg
Sx34i-2025,sedimento,"1,2,3,7,8,9-HxCDD",Precisione ed giustezza,1,,,1.030,ng/kg
,terreno,"1,2,3,7,8,9-HxCDF",LOQ,,,,0.2,ng/kg
,terreno,"1,2,3,7,8,9-HxCDF",Intervallo di lavoro,,0.1,200,,ng/ml
,terreno,"1,2,3,7,8,9-HxCDF",Intervallo di lavoro,,0.2,400,,ng/kg
,terreno,"1,2,3,7,8,9-HxCDF",Intervallo di linearità,,0.1,200,,ng/ml
,terreno,"1,2,3,7,8,9-HxCDF",Intervallo di linearità,,0.2,400,,ng/kg
Tx23a-2025,terreno,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,0.2,,,0.201,ng/kg
Tx24a-2025,terreno,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,0.2,,,0.216,ng/kg
Tx25a-2025,terreno,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,0.2,,,0.217,ng/kg
Tx26a-2025,terreno,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,0.2,,,0.211,ng/kg
Tx27a-2025,terreno,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,0.2,,,0.195,ng/kg
Tx28a-2025,terreno,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,0.2,,,0.196,ng/kg
Tx2xa-2025,terreno,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,1,,,0.893,ng/kg
Tx30a-2025,terreno,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,1,,,0.994,ng/kg
Tx31a-2025,terreno,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,1,,,0.879,ng/kg
Tx32a-2025,terreno,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,1,,,1.040,ng/kg
Tx33a-2025,terreno,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,1,,,1.030,ng/kg
Tx34a-2025,terreno,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,1,,,0.926,ng/kg
,sedimento,"1,2,3,7,8,9-HxCDF",LOQ,,,,0.2,ng/kg
,sedimento,"1,2,3,7,8,9-HxCDF",Intervallo di lavoro,,0.2,150,,ng/ml
,sedimento,"1,2,3,7,8,9-HxCDF",Intervallo di lavoro,,0.4,300,,ng/kg
,sedimento,"1,2,3,7,8,9-HxCDF",Intervallo di linearità,,0.2,150,,ng/ml
,sedimento,"1,2,3,7,8,9-HxCDF",Intervallo di linearità,,0.4,300,,ng/kg
Sx23i-2025,sedimento,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,0.4,,,0.401,ng/kg
Sx24i-2025,sedimento,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,0.4,,,0.416,ng/kg
Sx25i-2025,sedimento,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,0.4,,,0.417,ng/kg
Sx26i-2025,sedimento,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,0.4,,,0.411,ng/kg
Sx27i-2025,sedimento,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,0.4,,,0.395,ng/kg
Sx28i-2025,sedimento,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,0.4,,,0.396,ng/kg
Sx2xi-2025,sedimento,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,1,,,0.893,ng/kg
Sx30i-2025,sedimento,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,1,,,0.994,ng/kg
Sx31i-2025,sedimento,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,1,,,0.879,ng/kg
Sx32i-2025,sedimento,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,1,,,1.040,ng/kg
Sx33i-2025,sedimento,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,1,,,1.030,ng/kg
Sx34i-2025,sedimento,"1,2,3,7,8,9-HxCDF",Precisione ed giustezza,1,,,0.926,ng/kg
,terreno,"2,3,4,6,7,8-HxCDF",LOQ,,,,0.2,ng/kg
,terreno,"2,3,4,6,7,8-HxCDF",Intervallo di lavoro,,0.1,200,,ng/ml
,terreno,"2,3,4,6,7,8-HxCDF",Intervallo di lavoro,,0.2,400,,ng/kg
,terreno,"2,3,4,6,7,8-HxCDF",Intervallo di linearità,,0.1,200,,ng/ml
,terreno,"2,3,4,6,7,8-HxCDF",Intervallo di linearità,,0.2,400,,ng/kg
Tx23a-2025,terreno,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,0.2,,,0.217,ng/kg
Tx24a-2025,terreno,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,0.2,,,0.202,ng/kg
Tx25a-2025,terreno,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,0.2,,,0.215,ng/kg
Tx26a-2025,terreno,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,0.2,,,0.195,ng/kg
Tx27a-2025,terreno,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,0.2,,,0.197,ng/kg
Tx28a-2025,terreno,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,0.2,,,0.210,ng/kg
Tx2xa-2025,terreno,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,1,,,1.000,ng/kg
Tx30a-2025,terreno,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,1,,,0.854,ng/kg
Tx31a-2025,terreno,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,1,,,0.872,ng/kg
Tx32a-2025,terreno,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,1,,,1.070,ng/kg
Tx33a-2025,terreno,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,1,,,1.050,ng/kg
Tx34a-2025,terreno,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,1,,,0.916,ng/kg
,sedimento,"2,3,4,6,7,8-HxCDF",LOQ,,,,0.2,ng/kg
,sedimento,"2,3,4,6,7,8-HxCDF",Intervallo di lavoro,,0.2,150,,ng/ml
,sedimento,"2,3,4,6,7,8-HxCDF",Intervallo di lavoro,,0.4,300,,ng/kg
,sedimento,"2,3,4,6,7,8-HxCDF",Intervallo di linearità,,0.2,150,,ng/ml
,sedimento,"2,3,4,6,7,8-HxCDF",Intervallo di linearità,,0.4,300,,ng/kg
Sx23i-2025,sedimento,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,0.4,,,0.417,ng/kg
Sx24i-2025,sedimento,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,0.4,,,0.402,ng/kg
Sx25i-2025,sedimento,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,0.4,,,0.415,ng/kg
Sx26i-2025,sedimento,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,0.4,,,0.395,ng/kg
Sx27i-2025,sedimento,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,0.4,,,0.397,ng/kg
Sx28i-2025,sedimento,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,0.4,,,0.410,ng/kg
Sx2xi-2025,sedimento,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,1,,,1.000,ng/kg
Sx30i-2025,sedimento,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,1,,,0.854,ng/kg
Sx31i-2025,sedimento,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,1,,,0.872,ng/kg
Sx32i-2025,sedimento,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,1,,,1.070,ng/kg
Sx33i-2025,sedimento,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,1,,,1.050,ng/kg
Sx34i-2025,sedimento,"2,3,4,6,7,8-HxCDF",Precisione ed giustezza,1,,,0.916,ng/kg
,terreno,"1,2,3,4,6,7,8-HpCDD",LOQ,,,,0.2,ng/kg
,terreno,"1,2,3,4,6,7,8-HpCDD",Intervallo di lavoro,,0.1,200,,ng/ml
,terreno,"1,2,3,4,6,7,8-HpCDD",Intervallo di lavoro,,0.2,400,,ng/kg
,terreno,"1,2,3,4,6,7,8-HpCDD",Intervallo di linearità,,0.1,200,,ng/ml
,terreno,"1,2,3,4,6,7,8-HpCDD",Intervallo di linearità,,0.2,400,,ng/kg
Tx23a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.2,,,0.214,ng/kg
Tx24a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.2,,,0.185,ng/kg
Tx25a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.2,,,0.205,ng/kg
Tx26a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.2,,,0.191,ng/kg
Tx27a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.2,,,0.182,ng/kg
Tx28a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.2,,,0.211,ng/kg
Tx2xa-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.970,ng/kg
Tx30a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.870,ng/kg
Tx31a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.820,ng/kg
Tx32a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,1.020,ng/kg
Tx33a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.800,ng/kg
Tx34a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,1.040,ng/kg
,sedimento,"1,2,3,4,6,7,8-HpCDD",LOQ,,,,0.2,ng/kg
,sedimento,"1,2,3,4,6,7,8-HpCDD",Intervallo di lavoro,,0.2,150,,ng/ml
,sedimento,"1,2,3,4,6,7,8-HpCDD",Intervallo di lavoro,,0.4,300,,ng/kg
,sedimento,"1,2,3,4,6,7,8-HpCDD",Intervallo di linearità,,0.2,150,,ng/ml
,sedimento,"1,2,3,4,6,7,8-HpCDD",Intervallo di linearità,,0.4,300,,ng/kg
Sx23i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.4,,,0.414,ng/kg
Sx24i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.4,,,0.385,ng/kg
Sx25i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.4,,,0.405,ng/kg
Sx26i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.4,,,0.391,ng/kg
Sx27i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.4,,,0.382,ng/kg
Sx28i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.4,,,0.411,ng/kg
Sx2xi-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.970,ng/kg
Sx30i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.870,ng/kg
Sx31i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.820,ng/kg
Sx32i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,1.020,ng/kg
Sx33i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.800,ng/kg
Sx34i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,1.040,ng/kg
,terreno,"1,2,3,4,6,7,8-HpCDF",LOQ,,,,0.2,ng/kg
,terreno,"1,2,3,4,6,7,8-HpCDF",Intervallo di lavoro,,0.1,200,,ng/ml
,terreno,"1,2,3,4,6,7,8-HpCDF",Intervallo di lavoro,,0.2,400,,ng/kg
,terreno,"1,2,3,4,6,7,8-HpCDF",Intervallo di linearità,,0.1,200,,ng/ml
,terreno,"1,2,3,4,6,7,8-HpCDF",Intervallo di linearità,,0.2,400,,ng/kg
Tx23a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.2,,,0.186,ng/kg
Tx24a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.2,,,0.203,ng/kg
Tx25a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.2,,,0.210,ng/kg
Tx26a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.2,,,0.208,ng/kg
Tx27a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.2,,,0.193,ng/kg
Tx28a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.2,,,0.188,ng/kg
Tx2xa-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.976,ng/kg
Tx30a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.904,ng/kg
Tx31a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.854,ng/kg
Tx32a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.868,ng/kg
Tx33a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,1.030,ng/kg
Tx34a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,1.010,ng/kg
,sedimento,"1,2,3,4,6,7,8-HpCDF",LOQ,,,,0.2,ng/kg
,sedimento,"1,2,3,4,6,7,8-HpCDF",Intervallo di lavoro,,0.2,150,,ng/ml
,sedimento,"1,2,3,4,6,7,8-HpCDF",Intervallo di lavoro,,0.4,300,,ng/kg
,sedimento,"1,2,3,4,6,7,8-HpCDF",Intervallo di linearità,,0.2,150,,ng/ml
,sedimento,"1,2,3,4,6,7,8-HpCDF",Intervallo di linearità,,0.4,300,,ng/kg
Sx23i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.4,,,0.386,ng/kg
Sx24i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.4,,,0.403,ng/kg
Sx25i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.4,,,0.410,ng/kg
Sx26i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.4,,,0.408,ng/kg
Sx27i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.4,,,0.393,ng/kg
Sx28i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.4,,,0.388,ng/kg
Sx2xi-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.976,ng/kg
Sx30i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.904,ng/kg
Sx31i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.854,ng/kg
Sx32i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.868,ng/kg
Sx33i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,1.030,ng/kg
Sx34i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,1.010,ng/kg
,terreno,"1,2,3,4,7,8,9-HpCDF",LOQ,,,,0.2,ng/kg
,terreno,"1,2,3,4,7,8,9-HpCDF",Intervallo di lavoro,,0.1,200,,ng/ml
,terreno,"1,2,3,4,7,8,9-HpCDF",Intervallo di lavoro,,0.2,400,,ng/kg
,terreno,"1,2,3,4,7,8,9-HpCDF",Intervallo di linearità,,0.1,200,,ng/ml
,terreno,"1,2,3,4,7,8,9-HpCDF",Intervallo di linearità,,0.2,400,,ng/kg
Tx23a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.2,,,0.206,ng/kg
Tx24a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.2,,,0.175,ng/kg
Tx25a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.2,,,0.209,ng/kg
Tx26a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.2,,,0.178,ng/kg
Tx27a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.2,,,0.185,ng/kg
Tx28a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.2,,,0.199,ng/kg
Tx2xa-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,1.010,ng/kg
Tx30a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.968,ng/kg
Tx31a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.873,ng/kg
Tx32a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.912,ng/kg
Tx33a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.996,ng/kg
Tx34a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.884,ng/kg
,sedimento,"1,2,3,4,7,8,9-HpCDF",LOQ,,,,0.2,ng/kg
,sedimento,"1,2,3,4,7,8,9-HpCDF",Intervallo di lavoro,,0.2,150,,ng/ml
,sedimento,"1,2,3,4,7,8,9-HpCDF",Intervallo di lavoro,,0.4,300,,ng/kg
,sedimento,"1,2,3,4,7,8,9-HpCDF",Intervallo di linearità,,0.2,150,,ng/ml
,sedimento,"1,2,3,4,7,8,9-HpCDF",Intervallo di linearità,,0.4,300,,ng/kg
Sx23i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.4,,,0.406,ng/kg
Sx24i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.4,,,0.375,ng/kg
Sx25i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.4,,,0.409,ng/kg
Sx26i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.4,,,0.378,ng/kg
Sx27i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.4,,,0.385,ng/kg
Sx28i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.4,,,0.399,ng/kg
Sx2xi-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,1.010,ng/kg
Sx30i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.968,ng/kg
Sx31i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.873,ng/kg
